Store,Date,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,IsHoliday
1,18/11/2011,62.25,3308,6074.12,254.39,51.98,427.39,5988.57,218.2205088,7866,FALSE
1,25/11/2011,60.14,3236,410.31,98,55805.51,8,554.92,218.4676211,7866,TRUE
1,2/12/2011,48.91,3172,5629.51,68,1398.11,2084.64,20475.32,218.7147333,7866,FALSE
1,9/12/2011,43.93,3158,4640.65,19,105.02,3639.42,14461.82,218.9618456,7866,FALSE
1,16/12/2011,51.63,3159,5011.32,67,347.37,225.79,4011.37,219.1794533,7866,FALSE
1,23/12/2011,47.96,3112,2725.36,40.48,634.7,24.9,2739.43,219.3577216,7866,FALSE
1,30/12/2011,44.55,3129,5762.1,46011.38,260.36,983.65,4735.78,219.5359898,7866,TRUE
1,6/1/2012,49.01,3157,6277.39,21813.16,143.1,1450.13,8483,219.7142581,7348,FALSE
1,13/01/2012,48.53,3261,5183.29,8025.87,42.24,453.08,3719.38,219.8925263,7348,FALSE
1,20/01/2012,54.11,3268,4139.87,2807.19,33.88,500.62,3400.21,219.9856893,7348,FALSE
1,27/01/2012,54.26,3.29,1164.46,1082.74,44,11,1222.19,220.0788523,7348,FALSE
1,3/2/2012,56.55,3.36,34577.06,3579.21,160.53,32403.87,5630.4,220.1720153,7348,FALSE
1,10/2/2012,48.02,3409,13925.06,6927.23,101.64,8471.88,6886.04,220.2651783,7348,TRUE
1,17/02/2012,45.32,3.51,9873.33,11062.27,9.8,8409.31,3402.66,220.4257586,7348,FALSE
1,24/02/2012,57.25,3555,9349.61,7556.01,3.2,1219.92,8143.59,220.636902,7348,FALSE
1,2/3/2012,60.96,3.63,15441.4,1569,10.8,25390.88,8067.61,220.8480454,7348,FALSE
1,9/3/2012,58.76,3669,10331.04,151.88,6,671.43,5509.84,221.0591887,7348,FALSE
1,16/03/2012,64.74,3734,4298.16,7.5,2.02,2724.65,2017.69,221.2118132,7348,FALSE
1,23/03/2012,65.93,3787,6118.56,9.48,4.97,426.72,3657.22,221.2864126,7348,FALSE
1,30/03/2012,67.61,3845,10309.58,0.5,10.25,1654.17,2642.78,221.3610119,7348,FALSE
1,6/4/2012,70.43,3891,10121.97,NA,77.98,3750.59,4510.72,221.4356112,7143,FALSE
1,13/04/2012,69.07,3891,6186.19,3288.69,17.07,1822.55,1063.78,221.5102105,7143,FALSE
1,20/04/2012,66.76,3877,2230.8,612.02,19.75,275.13,5747.1,221.5640737,7143,FALSE
1,27/04/2012,67.23,3814,3221.25,NA,35.49,577.14,6222.25,221.6179368,7143,FALSE
1,4/5/2012,75.55,3749,21290.13,NA,69.89,4977.35,3261.04,221.6718,7143,FALSE
1,11/5/2012,73.77,3688,8351.4,NA,10.52,2443.14,3127.88,221.7256632,7143,FALSE
1,18/05/2012,70.33,3.63,6154.14,NA,45.11,1675.49,5508.18,221.742674,7143,FALSE
1,25/05/2012,77.22,3561,4039.39,NA,745.19,1429.96,3631.13,221.744944,7143,FALSE
1,1/6/2012,77.95,3501,6086.21,12,370.51,148.75,3690.85,221.7472139,7143,FALSE
1,8/6/2012,78.3,3452,8813.81,116.8,64.55,2652.04,7161.91,221.7494839,7143,FALSE
1,15/06/2012,79.35,3393,5621.99,109.6,0.25,2420.28,3083.26,221.7626421,7143,FALSE
1,22/06/2012,78.39,3346,8624.56,171.25,3.05,2524.07,7063.68,221.8030211,7143,FALSE
1,29/06/2012,84.88,3286,3965.73,161.6,NA,435.99,4212.97,221.8434,7143,FALSE
1,6/7/2012,81.57,3227,12218.76,94.4,192.83,4066.01,6149.04,221.8837789,6908,FALSE
1,13/07/2012,77.12,3256,7218.13,45.2,36.24,3909.38,2596.37,221.9241579,6908,FALSE
1,20/07/2012,80.42,3311,3213,313.72,9.53,2262.02,3228.19,221.9327267,6908,FALSE
1,27/07/2012,82.66,3407,7146.9,389.02,1.59,10267.54,4325.19,221.9412954,6908,FALSE
1,3/8/2012,86.11,3417,27584.78,119.98,30.23,12007.04,4661.71,221.9498642,6908,FALSE
1,10/8/2012,85.05,3494,11436.22,245,6.85,6964.26,4836.22,221.9584329,6908,FALSE
1,17/08/2012,84.85,3571,3662.06,137.86,4.84,2752.2,3446.15,222.0384109,6908,FALSE
1,24/08/2012,77.66,3.62,6237.83,260.06,2.97,3463.03,7988.25,222.1719457,6908,FALSE
1,31/08/2012,80.49,3638,21442.73,102.32,21.7,13209.64,3032.96,222.3054805,6908,FALSE
1,7/9/2012,83.96,3.73,5204.68,35.74,50.94,4120.32,2737.17,222.4390153,6908,TRUE
1,14/09/2012,74.97,3717,17212.52,7,18.79,1523.11,7992.72,222.5820193,6908,FALSE
1,21/09/2012,69.87,3721,6352.3,7.64,4.69,1010.06,6456.71,222.7818386,6908,FALSE
1,28/09/2012,76.08,3666,3666.27,7.64,1.65,1417.96,4744.28,222.9816579,6908,FALSE
1,5/10/2012,68.55,3617,8077.89,NA,18.22,3617.43,3626.14,223.1814772,6573,FALSE
1,12/10/2012,62.99,3601,2086.18,NA,8.11,602.36,5926.45,223.3812965,6573,FALSE
1,19/10/2012,67.97,3594,950.33,NA,4.93,80.25,2312.85,223.4257233,6573,FALSE
1,26/10/2012,69.16,3506,2585.85,31.75,6,1057.16,1305.01,223.4442513,6573,FALSE
1,2/11/2012,55.32,3386,6766.44,5147.7,50.82,3639.9,2737.42,223.4627793,6573,FALSE
1,9/11/2012,61.24,3314,11421.32,3370.89,40.28,4646.79,6154.16,223.4813073,6573,FALSE
1,16/11/2012,52.92,3252,9696.28,292.1,103.78,1133.15,6612.69,223.5129105,6573,FALSE
1,23/11/2012,56.23,3211,883.59,4.17,74910.32,209.91,303.32,223.5619474,6573,TRUE
1,30/11/2012,52.34,3207,2460.03,NA,3838.35,150.57,6966.34,223.6109842,6573,FALSE
1,7/12/2012,64.12,3198,6343.16,NA,270,2928.9,10147.9,223.6600211,6573,FALSE
1,14/12/2012,48.89,3168,3504.83,NA,73.26,1636.8,2779.6,223.7192767,6573,FALSE
1,21/12/2012,56.02,3098,8231.71,NA,274,358.15,2834.02,223.8398455,6573,FALSE
1,28/12/2012,44.79,3108,12659.55,37101.13,174.78,74.46,1208.86,223.9604143,6573,TRUE
2,7/1/2011,44.69,2976,NA,NA,NA,NA,NA,211.0648881,8028,FALSE
2,14/01/2011,33.02,2983,NA,NA,NA,NA,NA,211.1176713,8028,FALSE
2,21/01/2011,41.4,3016,NA,NA,NA,NA,NA,211.4864691,8028,FALSE
2,28/01/2011,42.83,3.01,NA,NA,NA,NA,NA,211.8552668,8028,FALSE
2,4/2/2011,38.25,2989,NA,NA,NA,NA,NA,212.2240646,8028,FALSE
2,11/2/2011,33.19,3022,NA,NA,NA,NA,NA,212.5928624,8028,TRUE
2,18/02/2011,57.83,3045,NA,NA,NA,NA,NA,212.9033115,8028,FALSE
2,25/02/2011,60.8,3065,NA,NA,NA,NA,NA,213.190421,8028,FALSE
2,4/3/2011,57.77,3288,NA,NA,NA,NA,NA,213.4775305,8028,FALSE
2,11/3/2011,52.7,3459,NA,NA,NA,NA,NA,213.7646401,8028,FALSE
2,18/03/2011,62.32,3488,NA,NA,NA,NA,NA,214.0156238,8028,FALSE
2,25/03/2011,69.42,3473,NA,NA,NA,NA,NA,214.2521573,8028,FALSE
2,1/4/2011,55.43,3524,NA,NA,NA,NA,NA,214.4886908,7931,FALSE
2,8/4/2011,67,3622,NA,NA,NA,NA,NA,214.7252242,7931,FALSE
2,15/04/2011,69.48,3743,NA,NA,NA,NA,NA,214.9420631,7931,FALSE
2,22/04/2011,69.39,3807,NA,NA,NA,NA,NA,215.1096657,7931,FALSE
2,29/04/2011,69.21,3.81,NA,NA,NA,NA,NA,215.2772683,7931,FALSE
2,6/5/2011,61.48,3906,NA,NA,NA,NA,NA,215.4448709,7931,FALSE
2,13/05/2011,74.61,3899,NA,NA,NA,NA,NA,215.6124735,7931,FALSE
2,20/05/2011,67.14,3907,NA,NA,NA,NA,NA,215.3834778,7931,FALSE
2,27/05/2011,76.42,3786,NA,NA,NA,NA,NA,215.1544822,7931,FALSE
2,3/6/2011,83.07,3699,NA,NA,NA,NA,NA,214.9254865,7931,FALSE
2,10/6/2011,83.4,3648,NA,NA,NA,NA,NA,214.6964908,7931,FALSE
2,17/06/2011,86.53,3637,NA,NA,NA,NA,NA,214.6513538,7931,FALSE
2,24/06/2011,85.17,3594,NA,NA,NA,NA,NA,214.7441108,7931,FALSE
2,1/7/2011,85.69,3524,NA,NA,NA,NA,NA,214.8368678,7852,FALSE
2,8/7/2011,87.7,3.48,NA,NA,NA,NA,NA,214.9296249,7852,FALSE
2,15/07/2011,89.83,3575,NA,NA,NA,NA,NA,215.0134426,7852,FALSE
2,22/07/2011,89.34,3651,NA,NA,NA,NA,NA,215.0749122,7852,FALSE
2,29/07/2011,90.07,3682,NA,NA,NA,NA,NA,215.1363819,7852,FALSE
2,5/8/2011,93.34,3684,NA,NA,NA,NA,NA,215.1978515,7852,FALSE
2,12/8/2011,91.58,3638,NA,NA,NA,NA,NA,215.2593211,7852,FALSE
2,19/08/2011,89.86,3554,NA,NA,NA,NA,NA,215.3229307,7852,FALSE
2,26/08/2011,90.45,3523,NA,NA,NA,NA,NA,215.386897,7852,FALSE
2,2/9/2011,89.64,3533,NA,NA,NA,NA,NA,215.4508632,7852,FALSE
2,9/9/2011,77.97,3546,NA,NA,NA,NA,NA,215.5148295,7852,TRUE
2,16/09/2011,78.85,3526,NA,NA,NA,NA,NA,215.6944378,7852,FALSE
2,23/09/2011,75.58,3467,NA,NA,NA,NA,NA,216.0282356,7852,FALSE
2,30/09/2011,78.14,3355,NA,NA,NA,NA,NA,216.3620333,7852,FALSE
2,7/10/2011,69.92,3285,NA,NA,NA,NA,NA,216.6958311,7441,FALSE
2,14/10/2011,71.67,3274,NA,NA,NA,NA,NA,217.0048261,7441,FALSE
2,21/10/2011,64.53,3353,NA,NA,NA,NA,NA,217.1650042,7441,FALSE
2,28/10/2011,65.87,3372,NA,NA,NA,NA,NA,217.3251824,7441,FALSE
2,4/11/2011,55.53,3332,NA,NA,NA,NA,NA,217.4853605,7441,FALSE
2,11/11/2011,59.33,3297,10797.64,20445,443.32,4754.07,4787.16,217.6455387,7441,FALSE
2,18/11/2011,62.01,3308,6490.92,1217.76,152.12,873.82,7656.42,217.8670218,7441,FALSE
2,25/11/2011,56.36,3236,919.71,62,77451.26,23,1589.43,218.1130269,7441,TRUE
2,2/12/2011,48.74,3172,8010.99,83.47,1897.27,4444,28238.93,218.3590319,7441,FALSE
2,9/12/2011,41.76,3158,11472.59,40,306.43,4160.55,8899.08,218.605037,7441,FALSE
2,16/12/2011,50.13,3159,4908.83,61.03,341.49,469.8,4744.27,218.8217928,7441,FALSE
2,23/12/2011,46.66,3112,2971.04,15.18,1501.75,88.76,6437.61,218.9995495,7441,FALSE
2,30/12/2011,44.57,3129,8321.44,92523.94,139.53,1515.4,3027.69,219.1773063,7441,TRUE
2,6/1/2012,46.75,3157,5886.72,37454.29,121.16,2388.92,7103.97,219.355063,7057,FALSE
2,13/01/2012,45.99,3261,4414.72,12092.63,98.38,708.18,4245.6,219.5328198,7057,FALSE
2,20/01/2012,51.7,3268,6552.26,4355.69,105.97,1703.1,3376.03,219.6258417,7057,FALSE
2,27/01/2012,50.5,3.29,1920.15,1507.56,86.09,43.4,2613.53,219.7188636,7057,FALSE
2,3/2/2012,55.21,3.36,75149.79,3818.85,221.4,48159.86,7423.61,219.8118854,7057,FALSE
2,10/2/2012,46.98,3409,13510.89,6674.42,94.07,14114.9,9577.83,219.9049073,7057,TRUE
2,17/02/2012,43.82,3.51,13942.54,14273.24,15.76,4927.14,6650.08,220.0651993,7057,FALSE
2,24/02/2012,54.63,3555,13048.36,12059.1,10.2,5299.73,10380.03,220.275944,7057,FALSE
2,2/3/2012,58.79,3.63,23901.27,2144.7,9,9799.63,4929.53,220.4866886,7057,FALSE
2,9/3/2012,57.11,3669,11784.91,368.32,3,2498.17,7746,220.6974332,7057,FALSE
2,16/03/2012,63.68,3734,5965.99,230.42,3,2650.77,2073.81,220.8498468,7057,FALSE
2,23/03/2012,64.01,3787,6008.98,139.93,6.63,1650.49,5263.08,220.9244858,7057,FALSE
2,30/03/2012,66.83,3845,14369.3,164.77,17,1017.31,3470.49,220.9991248,7057,FALSE
2,6/4/2012,68.43,3891,12132.59,1.3,32.58,4874.69,5535.13,221.0737638,6891,FALSE
2,13/04/2012,68.08,3891,8994.04,6573.08,20.21,4162.2,1966.38,221.1484028,6891,FALSE
2,20/04/2012,65.69,3877,7311.02,2236.2,33.53,878.07,4080.32,221.2021074,6891,FALSE
2,27/04/2012,67.2,3814,3076.68,NA,38.32,108.71,2708.9,221.255812,6891,FALSE
2,4/5/2012,76.73,3749,23731.47,NA,78.09,7931.42,4443.52,221.3095166,6891,FALSE
2,11/5/2012,73.87,3688,16519.5,NA,117.38,5131.02,3634.25,221.3632212,6891,FALSE
2,18/05/2012,71.27,3.63,9262.12,NA,42.67,3694.8,4612.01,221.380331,6891,FALSE
2,25/05/2012,78.19,3561,10701.32,NA,1030.53,3595.04,14920.27,221.3828029,6891,FALSE
2,1/6/2012,78.38,3501,13091.33,21,245.37,2993.15,5521.72,221.3852748,6891,FALSE
2,8/6/2012,78.69,3452,12162.04,463.6,78.39,3610.78,10877.64,221.3877467,6891,FALSE
2,15/06/2012,80.56,3393,8573.41,195,0.19,4455.38,5288.61,221.4009901,6891,FALSE
2,22/06/2012,81.04,3346,12126.02,314,60.99,6058.6,36430.33,221.4411622,6891,FALSE
2,29/06/2012,86.32,3286,8495.34,275.8,NA,1935.16,5686.13,221.4813343,6891,FALSE
2,6/7/2012,84.2,3227,12355.5,295.05,100.15,6720.4,5506.53,221.5215064,6565,FALSE
2,13/07/2012,80.17,3256,8354.65,342.25,20.53,5674.44,5012.22,221.5616784,6565,FALSE
2,20/07/2012,83.23,3311,6961.58,241.2,24.97,3401.36,2453.42,221.5701123,6565,FALSE
2,27/07/2012,86.37,3407,6999.14,197.72,2.53,6319.33,5007.01,221.5785461,6565,FALSE
2,3/8/2012,90.22,3417,27650.68,164.58,43.02,21801.9,6652.98,221.5869799,6565,FALSE
2,10/8/2012,88.55,3494,5554.54,142.3,13.43,4187.43,5286.19,221.5954138,6565,FALSE
2,17/08/2012,84.79,3571,4774.16,330.78,10.53,4253.28,4927.26,221.6751459,6565,FALSE
2,24/08/2012,76.91,3.62,4759.7,211.38,6.62,2972.88,5102.26,221.8083518,6565,FALSE
2,31/08/2012,82.64,3638,17500.26,73.22,21.38,12878.62,4756.5,221.9415576,6565,FALSE
2,7/9/2012,87.65,3.73,10658.86,149.28,60.97,2920.9,3275.57,222.0747635,6565,TRUE
2,14/09/2012,75.88,3717,8325.93,NA,37.32,1808.69,9314.55,222.2174395,6565,FALSE
2,21/09/2012,71.09,3721,6707.94,3.82,15.55,1001.42,7607.94,222.4169362,6565,FALSE
2,28/09/2012,79.45,3666,7106.05,1.91,1.65,1549.1,3946.03,222.6164329,6565,FALSE
2,5/10/2012,70.27,3617,6037.76,NA,10.04,3027.37,3853.4,222.8159296,6.17,FALSE
2,12/10/2012,60.97,3601,2145.5,NA,33.31,586.83,10421.01,223.0154263,6.17,FALSE
2,19/10/2012,68.08,3594,4461.89,NA,1.14,1579.67,2642.29,223.0598077,6.17,FALSE
2,26/10/2012,69.79,3506,6152.59,129.77,200,272.29,2924.15,223.0783366,6.17,FALSE
2,2/11/2012,56.4,3386,9585.99,6181.03,32.4,1571.2,4510.08,223.0968655,6.17,FALSE
2,9/11/2012,61.9,3314,9497.69,2711.51,109.45,7185.16,6480.49,223.1153944,6.17,FALSE
2,16/11/2012,52.72,3252,26925.38,285.03,101.44,2014.28,8732.45,223.1469028,6.17,FALSE
2,23/11/2012,58.06,3211,2280.54,2.49,105146.3,927.97,1253.85,223.1957173,6.17,TRUE
2,30/11/2012,52.64,3207,4764.84,NA,4748.06,200.48,6088.49,223.2445318,6.17,FALSE
2,7/12/2012,64.19,3198,7303.66,NA,460.32,2352.61,14872.79,223.2933463,6.17,FALSE
2,14/12/2012,47.69,3168,5550.46,NA,50,871.41,2419.54,223.3523969,6.17,FALSE
2,21/12/2012,55.14,3098,5692.66,248.76,312.92,594.17,2167.73,223.4728642,6.17,FALSE
2,28/12/2012,41.56,3108,13194.12,56549.69,377.76,115.89,3479.8,223.5933316,6.17,TRUE
3,7/1/2011,53.35,2976,NA,NA,NA,NA,NA,214.6955104,7551,FALSE
3,14/01/2011,44.76,2983,NA,NA,NA,NA,NA,214.7470729,7551,FALSE
3,21/01/2011,50.74,3016,NA,NA,NA,NA,NA,215.1268275,7551,FALSE
3,28/01/2011,48.71,3.01,NA,NA,NA,NA,NA,215.5065821,7551,FALSE
3,4/2/2011,45.95,2989,NA,NA,NA,NA,NA,215.8863367,7551,FALSE
3,11/2/2011,43.57,3022,NA,NA,NA,NA,NA,216.2660913,7551,TRUE
3,18/02/2011,61.58,3045,NA,NA,NA,NA,NA,216.5843571,7551,FALSE
3,25/02/2011,67.4,3065,NA,NA,NA,NA,NA,216.8780275,7551,FALSE
3,4/3/2011,65.11,3288,NA,NA,NA,NA,NA,217.1716979,7551,FALSE
3,11/3/2011,61.29,3459,NA,NA,NA,NA,NA,217.4653683,7551,FALSE
3,18/03/2011,69.47,3488,NA,NA,NA,NA,NA,217.7235226,7551,FALSE
3,25/03/2011,72.94,3473,NA,NA,NA,NA,NA,217.9674705,7551,FALSE
3,1/4/2011,68.76,3524,NA,NA,NA,NA,NA,218.2114184,7574,FALSE
3,8/4/2011,72.55,3622,NA,NA,NA,NA,NA,218.4553663,7574,FALSE
3,15/04/2011,75.88,3743,NA,NA,NA,NA,NA,218.6788642,7574,FALSE
3,22/04/2011,76.91,3807,NA,NA,NA,NA,NA,218.851237,7574,FALSE
3,29/04/2011,78.69,3.81,NA,NA,NA,NA,NA,219.0236099,7574,FALSE
3,6/5/2011,69.45,3906,NA,NA,NA,NA,NA,219.1959827,7574,FALSE
3,13/05/2011,79.87,3899,NA,NA,NA,NA,NA,219.3683556,7574,FALSE
3,20/05/2011,75.79,3907,NA,NA,NA,NA,NA,219.127216,7574,FALSE
3,27/05/2011,84.41,3786,NA,NA,NA,NA,NA,218.8860765,7574,FALSE
3,3/6/2011,84.29,3699,NA,NA,NA,NA,NA,218.6449369,7574,FALSE
3,10/6/2011,84.84,3648,NA,NA,NA,NA,NA,218.4037974,7574,FALSE
3,17/06/2011,86.96,3637,NA,NA,NA,NA,NA,218.3551748,7574,FALSE
3,24/06/2011,84.94,3594,NA,NA,NA,NA,NA,218.45094,7574,FALSE
3,1/7/2011,85.1,3524,NA,NA,NA,NA,NA,218.5467052,7567,FALSE
3,8/7/2011,85.38,3.48,NA,NA,NA,NA,NA,218.6424704,7567,FALSE
3,15/07/2011,87.14,3575,NA,NA,NA,NA,NA,218.7275216,7567,FALSE
3,22/07/2011,86.19,3651,NA,NA,NA,NA,NA,218.7857881,7567,FALSE
3,29/07/2011,88.07,3682,NA,NA,NA,NA,NA,218.8440545,7567,FALSE
3,5/8/2011,88.45,3684,NA,NA,NA,NA,NA,218.9023209,7567,FALSE
3,12/8/2011,88.88,3638,NA,NA,NA,NA,NA,218.9605873,7567,FALSE
3,19/08/2011,88.44,3554,NA,NA,NA,NA,NA,219.023271,7567,FALSE
3,26/08/2011,87.67,3523,NA,NA,NA,NA,NA,219.0866908,7567,FALSE
3,2/9/2011,89.12,3533,NA,NA,NA,NA,NA,219.1501106,7567,FALSE
3,9/9/2011,81.72,3546,NA,NA,NA,NA,NA,219.2135305,7567,TRUE
3,16/09/2011,83.63,3526,NA,NA,NA,NA,NA,219.3972867,7567,FALSE
3,23/09/2011,80.19,3467,NA,NA,NA,NA,NA,219.7414914,7567,FALSE
3,30/09/2011,82.58,3355,NA,NA,NA,NA,NA,220.085696,7567,FALSE
3,7/10/2011,75.54,3285,NA,NA,NA,NA,NA,220.4299007,7197,FALSE
3,14/10/2011,73.75,3274,NA,NA,NA,NA,NA,220.7486167,7197,FALSE
3,21/10/2011,69.03,3353,NA,NA,NA,NA,NA,220.9144005,7197,FALSE
3,28/10/2011,71.04,3372,NA,NA,NA,NA,NA,221.0801842,7197,FALSE
3,4/11/2011,59.31,3332,NA,NA,NA,NA,NA,221.245968,7197,FALSE
3,11/11/2011,61.7,3297,8787.59,2006.62,200.01,570.57,1005.33,221.4117517,7197,FALSE
3,18/11/2011,63.91,3308,1383.53,23.27,19.95,865.09,2926.05,221.6432852,7197,FALSE
3,25/11/2011,68,3236,41.74,10.47,37612.74,NA,135.16,221.9011185,7197,TRUE
3,2/12/2011,54.97,3172,850.86,18.94,781.71,394.29,7297.1,222.1589519,7197,FALSE
3,9/12/2011,49.26,3158,4059.38,6.47,123.42,833.44,3018.08,222.4167852,7197,FALSE
3,16/12/2011,57.95,3159,1864.61,NA,170.36,187.42,1500.38,222.6426418,7197,FALSE
3,23/12/2011,53.41,3112,89.98,0.24,411.52,NA,586.66,222.8258628,7197,FALSE
3,30/12/2011,48.29,3129,1449.16,14356.07,66.66,81.43,777.35,223.0090839,7197,TRUE
3,6/1/2012,52.42,3157,3824.22,9389.98,15,415.36,1476.85,223.1923049,6833,FALSE
3,13/01/2012,51.86,3261,3927.76,3323.64,NA,226.97,1725.19,223.3755259,6833,FALSE
3,20/01/2012,56.2,3268,720.82,1629.26,1.46,16.05,799.5,223.4700552,6833,FALSE
3,27/01/2012,58.06,3.29,774.55,349.99,NA,4,328.72,223.5645845,6833,FALSE
3,3/2/2012,59.33,3.36,9667.5,268.29,0.6,8368.15,804.24,223.6591137,6833,FALSE
3,10/2/2012,51.65,3409,8687.47,1594.87,2.2,2144.87,2577.83,223.753643,6833,TRUE
3,17/02/2012,52.39,3.51,2706.87,3128.74,1.88,2396.68,1631.28,223.9170153,6833,FALSE
3,24/02/2012,60.12,3555,6129.28,1802.84,NA,301.48,1929.71,224.1320199,6833,FALSE
3,2/3/2012,61.65,3.63,3552.58,601.32,NA,2666.22,1524.87,224.3470245,6833,FALSE
3,9/3/2012,60.71,3669,8368.5,298.46,1.39,1340.29,1416.22,224.5620291,6833,FALSE
3,16/03/2012,64,3734,2588.06,80.89,3.2,909.76,491.83,224.7166953,6833,FALSE
3,23/03/2012,66.53,3787,737.08,36.1,1.43,92.11,583.9,224.7909104,6833,FALSE
3,30/03/2012,69.36,3845,825.1,99.83,1.25,113.25,388.39,224.8651254,6833,FALSE
3,6/4/2012,73.01,3891,4433.71,NA,24.45,1282.3,1062.83,224.9393405,6664,FALSE
3,13/04/2012,72.83,3891,5359.22,1673.42,3,682.03,1371.55,225.0135556,6664,FALSE
3,20/04/2012,72.05,3877,2784.82,130.68,1.75,425.29,904.8,225.0689541,6664,FALSE
3,27/04/2012,73.39,3814,1178.7,NA,2.95,36.5,351.97,225.1243526,6664,FALSE
3,4/5/2012,79.51,3749,2430.23,NA,30.92,1159.71,1432.53,225.1797511,6664,FALSE
3,11/5/2012,75.19,3688,3794.95,NA,0.25,813.77,618.46,225.2351496,6664,FALSE
3,18/05/2012,72.38,3.63,3208.73,NA,0.3,143.23,805.06,225.2512024,6664,FALSE
3,25/05/2012,78.58,3561,3032.03,NA,291.17,536.82,580.87,225.2515168,6664,FALSE
3,1/6/2012,81.55,3501,2664.55,10,220.03,618.49,1940.77,225.2518313,6664,FALSE
3,8/6/2012,81.65,3452,5770.48,28.6,30.18,283.7,2093.48,225.2521458,6664,FALSE
3,15/06/2012,84.66,3393,2014.47,31.8,1,631.17,835.34,225.2644795,6664,FALSE
